,itemIds,top-10 scores
1230628,"[551, 2518, 2395, 2981, 3962, 3923, 2525, 2965, 1435, 1931]","[0.046154354, 0.045591973, 0.043775618, 0.040864408, 0.040363234, 0.04003009, 0.039822288, 0.037229013, 0.037158318, 0.036605064]"
699561,"[2456, 798, 4141, 3890, 4043, 3650, 442, 4123, 638, 3962]","[0.071753, 0.06523045, 0.060842607, 0.057953015, 0.056228194, 0.053382747, 0.049951233, 0.04896085, 0.04804147, 0.047233857]"
706630,"[2965, 1884, 4330, 2338, 571, 1754, 3999, 1708, 3350, 1367]","[0.054756828, 0.053018022, 0.0524912, 0.049156513, 0.04680391, 0.046563037, 0.045794223, 0.042996243, 0.042555287, 0.04252838]"
2374279,"[1305, 262, 615, 994, 1744, 30, 1810, 118, 1821, 1837]","[0.06233156, 0.05352538, 0.047733333, 0.04693514, 0.0466749, 0.044888034, 0.043485004, 0.043209616, 0.041591648, 0.04120821]"
829023,"[1666, 1905, 2350, 3364, 4168, 3763, 2256, 2080, 3265, 3648]","[0.05575094, 0.045536008, 0.044049434, 0.0439262, 0.043920416, 0.041956846, 0.040071957, 0.039840925, 0.039831627, 0.03944229]"
2506564,"[2505, 1810, 1140, 2350, 2874, 30, 1126, 3623, 2178, 3368]","[0.059566393, 0.053250622, 0.050823428, 0.046707883, 0.046256125, 0.045240544, 0.04493797, 0.044314545, 0.04155829, 0.040656544]"
1437640,"[1503, 658, 2103, 2139, 1682, 681, 1011, 1521, 4031, 2675]","[0.06316924, 0.06243564, 0.06159105, 0.061237384, 0.056373917, 0.04800507, 0.045883726, 0.045868367, 0.045779444, 0.04527115]"
1452669,"[2173, 993, 77, 2874, 3427, 4173, 2800, 486, 3590, 3638]","[0.054334603, 0.053763945, 0.053184584, 0.04444529, 0.04190366, 0.04131715, 0.039551545, 0.03940581, 0.039298825, 0.039031267]"
1948883,"[3047, 2660, 2139, 3835, 3418, 1521, 4396, 1642, 4043, 1174]","[0.06282472, 0.06217132, 0.052898813, 0.048808493, 0.04622759, 0.04489229, 0.04485168, 0.04415908, 0.04331377, 0.04187427]"
2016690,"[993, 3611, 2329, 2012, 104, 452, 1821, 3610, 2590, 1300]","[0.054223783, 0.048301667, 0.046937782, 0.045671094, 0.04436317, 0.044166517, 0.04286149, 0.042196535, 0.041785497, 0.04164461]"
1565175,"[1659, 3954, 3394, 1245, 1853, 4141, 2350, 4438, 1625, 2953]","[0.053099617, 0.052989017, 0.051051024, 0.049094692, 0.04845831, 0.044755362, 0.044707686, 0.04371882, 0.043099113, 0.042725094]"
475226,"[2186, 1867, 1096, 262, 897, 2192, 4171, 2095, 2578, 1955]","[0.048333414, 0.043666493, 0.04108519, 0.04076622, 0.038159523, 0.038120832, 0.03811977, 0.037334636, 0.037250683, 0.037012916]"
272222,"[1359, 700, 832, 825, 2251, 1151, 1682, 4346, 425, 1160]","[0.055699974, 0.05526824, 0.051454358, 0.048497077, 0.048112486, 0.047662146, 0.04666495, 0.04629403, 0.045528017, 0.044567097]"
464504,"[2690, 1865, 4271, 3138, 4492, 378, 4159, 3905, 2523, 2949]","[0.04438588, 0.043837365, 0.041603327, 0.038752954, 0.037327074, 0.036766935, 0.035585683, 0.035139885, 0.03489039, 0.03449879]"
2083329,"[2188, 2152, 2316, 851, 3610, 1625, 2690, 1642, 3071, 30]","[0.05662072, 0.055343922, 0.04877711, 0.04755195, 0.047055554, 0.043953333, 0.042077474, 0.041549366, 0.041466504, 0.04094732]"
489871,"[4282, 1289, 223, 2622, 1821, 3686, 3487, 3920, 2356, 3611]","[0.053637195, 0.052063268, 0.051630028, 0.048721995, 0.04432667, 0.044200763, 0.041163746, 0.038679656, 0.038339894, 0.036720943]"
1084316,"[4043, 1861, 2162, 357, 4442, 2701, 1627, 3331, 4302, 2660]","[0.06134211, 0.045541685, 0.04062667, 0.039046515, 0.038361955, 0.037433874, 0.036467433, 0.036129672, 0.035687204, 0.03566636]"
1643977,"[4161, 2533, 3268, 1795, 825, 4098, 47, 3451, 2162, 1666]","[0.053102303, 0.04839747, 0.046863083, 0.044713132, 0.043732703, 0.042784844, 0.04133053, 0.04121284, 0.040831584, 0.03921214]"
843519,"[3268, 3368, 1395, 3310, 165, 2505, 257, 2782, 2551, 1202]","[0.061150696, 0.054310225, 0.054139417, 0.050573252, 0.048949257, 0.045695886, 0.045200907, 0.04513231, 0.04486191, 0.043811683]"
1298187,"[3962, 789, 2762, 3684, 290, 4033, 3254, 3650, 758, 2660]","[0.05776309, 0.057616927, 0.05626593, 0.05610214, 0.054501336, 0.049601704, 0.04735173, 0.045709535, 0.045527317, 0.045360047]"
124584,"[3009, 295, 4490, 985, 940, 4255, 3355, 191, 2012, 832]","[0.047201056, 0.04701609, 0.045963623, 0.042277846, 0.041951958, 0.03968741, 0.03907765, 0.037778836, 0.037159584, 0.03593178]"
404998,"[4145, 2872, 2152, 329, 3082, 3966, 2525, 52, 3418, 1370]","[0.048748054, 0.048410933, 0.045980517, 0.044035412, 0.043857854, 0.04301835, 0.042836506, 0.042320788, 0.04141084, 0.041038558]"
1614007,"[985, 3314, 3962, 638, 4145, 16, 3611, 3886, 2114, 1833]","[0.059863266, 0.05584677, 0.049465697, 0.049115997, 0.047752623, 0.046963073, 0.046659563, 0.041881967, 0.040029056, 0.04002634]"
881183,"[754, 2782, 561, 4438, 1073, 2161, 1509, 689, 1102, 3582]","[0.048308477, 0.0444576, 0.039653853, 0.037975438, 0.03794613, 0.03700265, 0.03645746, 0.034914184, 0.034490496, 0.033299915]"
2022105,"[662, 985, 3541, 3159, 482, 4478, 2617, 1307, 3385, 758]","[0.04423557, 0.043659568, 0.043542646, 0.043023765, 0.042782005, 0.042216904, 0.042141657, 0.040321995, 0.04020383, 0.03879637]"
539631,"[3710, 1395, 2734, 143, 1035, 1392, 631, 1770, 1803, 1955]","[0.058438268, 0.054547608, 0.050386846, 0.05032544, 0.04265715, 0.041400254, 0.04139355, 0.041127566, 0.03928912, 0.03814185]"
2131008,"[1060, 1359, 283, 4284, 4007, 2921, 2152, 2077, 1256, 1794]","[0.050134376, 0.046738558, 0.04438928, 0.041577145, 0.03987096, 0.039537787, 0.039030764, 0.03801198, 0.037474547, 0.0373602]"
1474057,"[426, 1102, 3890, 4078, 3253, 988, 662, 316, 2149, 1336]","[0.05115483, 0.048943873, 0.048677202, 0.04491404, 0.04388201, 0.043711644, 0.042892374, 0.04172576, 0.041686635, 0.041350868]"
1009211,"[28, 4135, 962, 118, 1132, 4266, 4056, 3923, 1561, 77]","[0.058633473, 0.0503323, 0.04952154, 0.045694586, 0.044861514, 0.04410049, 0.041624468, 0.041072715, 0.040437948, 0.039876733]"
1324036,"[985, 3972, 4392, 2499, 4402, 1255, 940, 734, 3013, 1289]","[0.048542768, 0.040720094, 0.04059407, 0.04001641, 0.040010493, 0.03916677, 0.03777541, 0.036650605, 0.036529485, 0.03543243]"
554424,"[2660, 4266, 3423, 788, 2051, 1399, 2182, 290, 2372, 30]","[0.05755215, 0.053822294, 0.050560914, 0.048624877, 0.048335236, 0.0473941, 0.046832852, 0.045927383, 0.04483681, 0.044441067]"
483922,"[3962, 2960, 4056, 290, 3782, 2967, 1174, 789, 3369, 2528]","[0.045085214, 0.044337194, 0.04324372, 0.04230735, 0.0419138, 0.041716922, 0.04144181, 0.040848628, 0.0386675, 0.038270954]"
748454,"[2735, 2012, 3782, 3541, 1481, 4078, 1721, 3684, 1599, 761]","[0.04369706, 0.043244112, 0.041516505, 0.039253086, 0.03860712, 0.03836148, 0.03683876, 0.03546068, 0.034252748, 0.03420934]"
1588506,"[723, 2212, 4043, 378, 1804, 4144, 3423, 2181, 331, 3684]","[0.053297944, 0.042346127, 0.042131584, 0.041358717, 0.041191544, 0.039901633, 0.039564967, 0.039447054, 0.039237358, 0.038999584]"
2058028,"[2112, 2162, 1307, 3138, 918, 1963, 2518, 1412, 846, 3830]","[0.059223995, 0.051772974, 0.047503132, 0.046680592, 0.043869812, 0.040848486, 0.040515877, 0.040165666, 0.039324652, 0.039263953]"
382835,"[3835, 2528, 262, 3962, 607, 433, 1939, 281, 2200, 30]","[0.051402904, 0.049751997, 0.047849365, 0.045323316, 0.0447346, 0.042358935, 0.041488893, 0.040837623, 0.04060996, 0.039693028]"
2329604,"[4145, 270, 1363, 2329, 1260, 26, 3161, 1202, 956, 3763]","[0.055158745, 0.047165714, 0.046277232, 0.043745153, 0.042749055, 0.04234521, 0.042188108, 0.041449066, 0.041141447, 0.0409655]"
1919701,"[3923, 3624, 2372, 2525, 550, 26, 213, 3275, 4315, 1833]","[0.05629447, 0.055306002, 0.05417571, 0.051363926, 0.044351656, 0.042898152, 0.042513702, 0.042103883, 0.04070354, 0.039990403]"
798142,"[442, 1408, 1502, 1336, 2132, 191, 971, 4247, 3624, 4210]","[0.053513337, 0.049026847, 0.048983093, 0.048974928, 0.047664754, 0.046840318, 0.043611668, 0.043504555, 0.04273577, 0.042297363]"
2085241,"[1632, 3013, 17, 3128, 3538, 209, 1552, 2360, 241, 3267]","[0.05556141, 0.047732264, 0.0444431, 0.044210892, 0.04156274, 0.04065865, 0.040592007, 0.040119287, 0.03957067, 0.039224897]"
2332186,"[3526, 3879, 167, 2798, 2803, 3085, 1329, 1637, 3833, 2212]","[0.05483954, 0.05376266, 0.052862242, 0.050315373, 0.048917957, 0.047228567, 0.04666804, 0.046588745, 0.046094283, 0.045806378]"
66187,"[4141, 3905, 1703, 2051, 4306, 4267, 304, 1905, 985, 1615]","[0.061258186, 0.051365934, 0.05079881, 0.04555231, 0.044727862, 0.040389862, 0.040003415, 0.03948144, 0.03930004, 0.038982637]"
619330,"[47, 3434, 3833, 28, 2015, 17, 2505, 1666, 3955, 4369]","[0.056311537, 0.055814836, 0.053101663, 0.050418917, 0.049252607, 0.04920229, 0.0471049, 0.046893053, 0.046684038, 0.04593082]"
1278667,"[1794, 3573, 2981, 3138, 1160, 2095, 1780, 1974, 262, 3313]","[0.054447696, 0.053237833, 0.0512942, 0.05116189, 0.049137503, 0.047867928, 0.045742944, 0.043943886, 0.04390717, 0.04323965]"
360819,"[1307, 3570, 580, 2493, 3151, 3590, 1394, 1525, 2518, 283]","[0.07801277, 0.053997334, 0.05052818, 0.05032889, 0.046053115, 0.04367374, 0.042998835, 0.042329594, 0.04213843, 0.041629326]"
1734395,"[2135, 185, 474, 908, 2465, 1435, 1035, 843, 2441, 2613]","[0.057616223, 0.050797027, 0.049785547, 0.04819075, 0.04652271, 0.045603655, 0.04517962, 0.044857997, 0.04393624, 0.040933523]"
550360,"[2162, 3355, 3013, 3864, 3926, 1384, 1668, 2755, 3936, 2338]","[0.04466146, 0.039797697, 0.039202288, 0.039172616, 0.03588653, 0.035426453, 0.03478378, 0.03466664, 0.034393135, 0.034290057]"
1932547,"[2967, 1780, 4011, 4098, 1375, 3369, 2212, 2612, 3648, 1589]","[0.0446719, 0.044294905, 0.043167423, 0.040274944, 0.03956702, 0.038939442, 0.037597913, 0.03750252, 0.037154876, 0.03674834]"
808135,"[3807, 2580, 1509, 1110, 2408, 1804, 166, 3587, 2153, 2114]","[0.049190927, 0.043701798, 0.043290462, 0.0431892, 0.042937577, 0.042393025, 0.039179675, 0.03916195, 0.039027426, 0.038632236]"
771217,"[851, 554, 1305, 1877, 1367, 3253, 1884, 2913, 1792, 548]","[0.05074797, 0.050682716, 0.05005386, 0.047011163, 0.046386946, 0.045220673, 0.04464493, 0.044485174, 0.043564823, 0.04119368]"
953563,"[985, 2847, 3331, 1123, 3523, 1543, 1432, 1102, 17, 1126]","[0.056249127, 0.054749113, 0.050180655, 0.049411375, 0.045985647, 0.04590596, 0.045827627, 0.043546733, 0.04187931, 0.041104928]"
2301213,"[4141, 148, 3648, 165, 2960, 3798, 4012, 1590, 2012, 4127]","[0.049543403, 0.047810476, 0.046022706, 0.04373575, 0.04122862, 0.040276896, 0.040229466, 0.03999844, 0.036381837, 0.036140222]"
502548,"[1666, 571, 1295, 1853, 1931, 3817, 3521, 3880, 3570, 2400]","[0.048195537, 0.045686062, 0.042971037, 0.040705115, 0.039024025, 0.038941976, 0.0384242, 0.037866414, 0.03699081, 0.035948664]"
5202,"[406, 3009, 3725, 1120, 2379, 1673, 4432, 1969, 2153, 811]","[0.060634986, 0.05623454, 0.0555663, 0.05275158, 0.05193082, 0.047733806, 0.0455636, 0.045105588, 0.043676734, 0.042160362]"
1902959,"[77, 2953, 607, 2499, 851, 3532, 3433, 2001, 2457, 4429]","[0.04163546, 0.04151852, 0.038933955, 0.03699386, 0.036691222, 0.035970908, 0.03281667, 0.031746462, 0.031655308, 0.031474]"
1598166,"[3333, 1408, 3860, 1110, 3404, 1821, 3427, 3079, 252, 993]","[0.052204233, 0.05170022, 0.049531274, 0.048181634, 0.04758738, 0.04531004, 0.04437807, 0.04435207, 0.04331529, 0.04263855]"
806406,"[1810, 1962, 262, 3364, 442, 1757, 2800, 1709, 986, 3638]","[0.05252861, 0.04627511, 0.043966636, 0.043371867, 0.042409655, 0.041475065, 0.040501785, 0.04013068, 0.039779257, 0.039042316]"
888882,"[2186, 2660, 118, 940, 3782, 1314, 1962, 3182, 3923, 2452]","[0.062057946, 0.061397236, 0.055400178, 0.04896768, 0.04768484, 0.04732177, 0.04469254, 0.04450044, 0.044101257, 0.04269603]"
2600674,"[2660, 3714, 843, 2548, 3469, 4454, 2149, 3058, 2942, 223]","[0.061861303, 0.052157484, 0.049408637, 0.04379989, 0.04223424, 0.041429926, 0.040636476, 0.038530327, 0.038314566, 0.037655562]"
2303014,"[2866, 3860, 3743, 28, 2944, 4384, 1180, 1482, 216, 1666]","[0.047745578, 0.044838347, 0.04219859, 0.039966352, 0.03972159, 0.039627902, 0.038102157, 0.03771621, 0.037433818, 0.03445023]"
500825,"[331, 1902, 1558, 2109, 964, 1134, 2974, 26, 2601, 2874]","[0.058800325, 0.051954, 0.048161123, 0.04491846, 0.04489785, 0.044676997, 0.044183943, 0.04119334, 0.039668642, 0.0396197]"
525903,"[30, 2209, 1216, 3347, 2200, 1364, 2340, 197, 118, 571]","[0.04753652, 0.04468923, 0.04449448, 0.044140752, 0.043630295, 0.043380607, 0.04273506, 0.041057717, 0.04054417, 0.038440943]"
2070937,"[705, 452, 988, 262, 3015, 2521, 3946, 2199, 1692, 28]","[0.05173409, 0.050534412, 0.045749303, 0.044108123, 0.043123055, 0.040084813, 0.037227675, 0.037045404, 0.03647205, 0.036192022]"
2244917,"[2981, 1140, 4135, 798, 2186, 2095, 3782, 3962, 3670, 1144]","[0.05306266, 0.052194413, 0.047533397, 0.04584989, 0.0436505, 0.042565346, 0.04243741, 0.041653458, 0.040307555, 0.040117037]"
1089049,"[191, 582, 3938, 696, 413, 3090, 2441, 1552, 3170, 2338]","[0.05152593, 0.05027222, 0.04828657, 0.046084143, 0.044903785, 0.041383177, 0.041382026, 0.03762257, 0.03690249, 0.0367236]"
987860,"[2866, 1832, 2009, 4306, 30, 3825, 2680, 1066, 426, 3623]","[0.07248638, 0.06677974, 0.06423295, 0.06362523, 0.05929689, 0.057692204, 0.056991912, 0.054586228, 0.052231118, 0.0520779]"
129576,"[331, 1865, 4284, 2548, 4492, 3427, 1918, 2743, 1359, 3946]","[0.049513586, 0.04799197, 0.047615986, 0.046535973, 0.04525392, 0.043350063, 0.042500433, 0.04191055, 0.041523237, 0.040550247]"
2104458,"[3798, 191, 571, 1867, 3170, 393, 28, 2443, 3276, 290]","[0.057433262, 0.053877674, 0.048177786, 0.046232257, 0.04574689, 0.04546366, 0.044188086, 0.04397431, 0.043540403, 0.04348486]"
162896,"[2852, 30, 1432, 331, 1833, 3333, 1625, 3573, 2528, 2408]","[0.050406482, 0.049456738, 0.046436757, 0.046076737, 0.043160725, 0.043059625, 0.042933214, 0.042864412, 0.0420913, 0.041650377]"
1114331,"[3570, 2360, 3371, 4330, 459, 3840, 1100, 2178, 4284, 424]","[0.055594195, 0.053821817, 0.052867338, 0.047891743, 0.046058264, 0.044756323, 0.044420797, 0.043220755, 0.041552473, 0.0409341]"
2089416,"[1661, 2235, 1788, 4341, 1770, 4157, 1923, 3170, 717, 1293]","[0.047582403, 0.041601393, 0.038741264, 0.038553882, 0.038161248, 0.036644004, 0.035213593, 0.03447138, 0.034324788, 0.034189973]"
1489477,"[4454, 2371, 1770, 4115, 3640, 3491, 3478, 615, 3638, 1482]","[0.05512644, 0.05265818, 0.051073678, 0.04604284, 0.04554902, 0.044925936, 0.044653576, 0.043578777, 0.04283638, 0.042459752]"
1815873,"[4127, 2660, 1255, 3441, 3787, 1585, 2152, 4393, 832, 2762]","[0.053516664, 0.052032404, 0.04952486, 0.048321906, 0.047830086, 0.04658063, 0.04440768, 0.044128716, 0.043540735, 0.0425507]"
1858035,"[2660, 962, 255, 1625, 1632, 3333, 3582, 216, 1220, 28]","[0.057073113, 0.051024653, 0.048033454, 0.047666952, 0.04686084, 0.04662412, 0.043034866, 0.042928234, 0.039202258, 0.039170817]"
328085,"[3958, 3466, 720, 4341, 3320, 4485, 209, 18, 1692, 4267]","[0.042515118, 0.041192785, 0.041061603, 0.038234975, 0.03795092, 0.037189715, 0.03532078, 0.035083316, 0.034485344, 0.03439193]"
322878,"[4474, 2391, 580, 872, 2235, 3962, 1719, 720, 216, 2989]","[0.053618226, 0.04384421, 0.041497078, 0.04118396, 0.04023678, 0.039614707, 0.03930183, 0.03727021, 0.03674185, 0.03671599]"
371486,"[58, 1274, 1532, 4210, 2173, 2376, 1289, 3557, 993, 859]","[0.047078006, 0.04646688, 0.046185926, 0.04521177, 0.04318211, 0.041068193, 0.040189244, 0.04000637, 0.039891317, 0.03957057]"
1534393,"[1299, 3830, 4346, 3290, 3269, 213, 3138, 3990, 2851, 3348]","[0.043383397, 0.04205632, 0.04179197, 0.04146812, 0.039246917, 0.038924597, 0.037456144, 0.03742376, 0.037346177, 0.037313648]"
1784803,"[3256, 2585, 1068, 3364, 674, 3595, 3369, 3269, 1481, 4147]","[0.07039438, 0.060483776, 0.057226874, 0.052829266, 0.048289247, 0.047356524, 0.0472433, 0.046999164, 0.046480983, 0.045802392]"
388816,"[2749, 3890, 4080, 4315, 3920, 262, 1289, 4266, 1066, 563]","[0.04754929, 0.046637353, 0.045718066, 0.045654204, 0.044293825, 0.043853726, 0.043466713, 0.043164697, 0.04252114, 0.04238739]"
402571,"[2408, 886, 2654, 1367, 501, 3710, 638, 2554, 3954, 1392]","[0.046094634, 0.043608423, 0.042562377, 0.040234156, 0.039743688, 0.0394919, 0.038489275, 0.03801506, 0.037703276, 0.037100855]"
1046742,"[2913, 3253, 3444, 2200, 3058, 3282, 1482, 832, 615, 197]","[0.05159587, 0.048550654, 0.047656123, 0.047054045, 0.046153218, 0.044821456, 0.044027295, 0.043791782, 0.0435954, 0.0433456]"
66245,"[290, 2371, 2660, 705, 3510, 1810, 2139, 4454, 1270, 2186]","[0.059135795, 0.058330975, 0.056299146, 0.052819893, 0.05122965, 0.04654925, 0.046476632, 0.045887534, 0.04535401, 0.045282885]"
1243410,"[1804, 3290, 3138, 989, 2209, 3684, 3274, 2780, 3513, 3355]","[0.048200052, 0.038403023, 0.03804104, 0.03751619, 0.037201278, 0.036851592, 0.036623005, 0.036606032, 0.03656402, 0.035371915]"
1403458,"[4049, 971, 1947, 3523, 4306, 978, 3938, 2372, 494, 3768]","[0.04660396, 0.045866515, 0.043560464, 0.04247829, 0.042104896, 0.041181523, 0.041112244, 0.041088957, 0.04080405, 0.037630472]"
1514322,"[4123, 2989, 2186, 2680, 4225, 1289, 118, 3650, 2456, 953]","[0.059944578, 0.05539732, 0.052945357, 0.049843192, 0.049370352, 0.04896723, 0.048696898, 0.045615397, 0.04479881, 0.043288607]"
968251,"[133, 3017, 2435, 257, 577, 3768, 316, 1104, 413, 1955]","[0.053335104, 0.0475403, 0.046826083, 0.044879716, 0.04291241, 0.04255309, 0.041740432, 0.041234583, 0.04086534, 0.040579416]"
2401646,"[1865, 700, 4064, 832, 4315, 4043, 674, 788, 331, 3835]","[0.062686235, 0.051320937, 0.045546535, 0.044922885, 0.044800494, 0.04435604, 0.04419444, 0.044036396, 0.043575834, 0.042986985]"
2507392,"[798, 4302, 4496, 118, 2701, 4123, 4389, 3369, 2182, 4043]","[0.061266653, 0.050198805, 0.04380966, 0.04274124, 0.039898157, 0.03938671, 0.03860981, 0.03848123, 0.03841432, 0.03788147]"
1256442,"[3962, 2960, 2009, 4141, 2989, 985, 4173, 1590, 1123, 1905]","[0.0631662, 0.05505034, 0.04683751, 0.04461755, 0.04445265, 0.043890134, 0.04250855, 0.041571267, 0.041097023, 0.039668135]"
224964,"[1359, 2366, 3605, 798, 4255, 607, 886, 2874, 2192, 4078]","[0.054785985, 0.05052439, 0.047156516, 0.04668173, 0.046465475, 0.04607354, 0.045933593, 0.04489509, 0.044033475, 0.04348779]"
2043732,"[2440, 723, 425, 3416, 1441, 1585, 1558, 2572, 1193, 4138]","[0.05568341, 0.05482908, 0.051365957, 0.04543736, 0.04483933, 0.043657746, 0.04301789, 0.04149582, 0.041279837, 0.04117366]"
2342948,"[2612, 1962, 3015, 2452, 3962, 2457, 4454, 4135, 689, 77]","[0.046553414, 0.044943534, 0.042693973, 0.04194664, 0.041847706, 0.0412719, 0.040823817, 0.039697513, 0.038224053, 0.037407022]"
940176,"[3505, 3701, 3009, 3085, 3106, 989, 4405, 3648, 2876, 3626]","[0.048580255, 0.046688072, 0.046018057, 0.043254364, 0.04032286, 0.039761987, 0.039242733, 0.03796044, 0.037692834, 0.037040588]"
682707,"[171, 1145, 3920, 2149, 2316, 2771, 3610, 4225, 1638, 859]","[0.04041755, 0.039956138, 0.039283846, 0.03870797, 0.03812615, 0.036604784, 0.036404826, 0.03572515, 0.035541903, 0.03512864]"
1133703,"[4266, 4386, 4267, 3347, 1803, 534, 846, 563, 2408, 2482]","[0.04747266, 0.045057844, 0.043750823, 0.04176522, 0.03993824, 0.039450526, 0.039375123, 0.039324954, 0.039239544, 0.03907855]"
1363210,"[1255, 1799, 886, 3879, 175, 2660, 788, 4157, 2743, 3058]","[0.042196292, 0.041540485, 0.04082138, 0.039883893, 0.03966219, 0.03862098, 0.03848534, 0.037245587, 0.035408795, 0.035254307]"
256458,"[2470, 1703, 290, 1509, 4171, 4267, 2955, 1174, 1865, 1744]","[0.050049096, 0.050029576, 0.048386242, 0.04781917, 0.04738968, 0.042832796, 0.042761177, 0.04262825, 0.041009367, 0.03971422]"
2132385,"[1865, 2660, 4031, 1754, 55, 255, 118, 4145, 3385, 1408]","[0.04881867, 0.04405759, 0.04340994, 0.040974792, 0.04090525, 0.039946973, 0.039661754, 0.0390147, 0.038868483, 0.038273808]"
1941404,"[571, 3513, 754, 2114, 4145, 1834, 533, 2617, 3684, 1160]","[0.044091742, 0.04392119, 0.043150447, 0.043078627, 0.04197815, 0.039946422, 0.03864695, 0.03789533, 0.037490573, 0.03708912]"
506602,"[3135, 2727, 3782, 707, 1123, 3017, 1728, 3954, 175, 1120]","[0.048999276, 0.04882924, 0.04854979, 0.0455902, 0.042693466, 0.039414268, 0.039047573, 0.0386522, 0.037663724, 0.03703515]"
1558062,"[3331, 2612, 1866, 2391, 2757, 3541, 3617, 3942, 3077, 4441]","[0.050329477, 0.043276235, 0.04175151, 0.040696546, 0.03866206, 0.038082443, 0.037805878, 0.037099462, 0.036482006, 0.035040293]"
102706,"[3161, 26, 1021, 1307, 3151, 55, 4441, 2493, 28, 2701]","[0.051230814, 0.050433826, 0.049068708, 0.048625227, 0.04564276, 0.044917285, 0.041750815, 0.040775597, 0.0399807, 0.03961734]"
1952959,"[3538, 1102, 1543, 331, 4441, 3624, 1604, 3128, 4393, 4042]","[0.06462857, 0.057857614, 0.05396438, 0.053961765, 0.053073805, 0.0523725, 0.051717427, 0.05035332, 0.048094004, 0.047961675]"
2210173,"[2350, 4432, 26, 17, 58, 2254, 3160, 2804, 2077, 3326]","[0.05021453, 0.049295206, 0.04640476, 0.045555353, 0.043917377, 0.04338844, 0.043277685, 0.042202838, 0.04106611, 0.039530613]"
1110074,"[4267, 723, 1289, 3120, 1972, 2033, 3268, 2580, 3084, 2519]","[0.04928245, 0.046704788, 0.042484924, 0.042081334, 0.041994043, 0.041679114, 0.040499788, 0.039052878, 0.038101614, 0.037927527]"
2340649,"[1728, 18, 1530, 4478, 3369, 3135, 720, 4256, 517, 1163]","[0.05469586, 0.048720967, 0.046286196, 0.043230712, 0.042554483, 0.042050615, 0.040850114, 0.040132403, 0.03872695, 0.038121466]"
1854699,"[659, 3368, 3936, 907, 1138, 1027, 886, 2523, 4080, 4031]","[0.06328002, 0.056889366, 0.055475544, 0.05352795, 0.04795378, 0.04738198, 0.044704925, 0.04402386, 0.043571465, 0.043273106]"
1234734,"[2462, 3526, 1336, 4078, 1865, 1020, 1743, 1642, 1561, 2660]","[0.053735133, 0.04960414, 0.04340066, 0.042704698, 0.039470285, 0.038503204, 0.038323034, 0.03818467, 0.037691873, 0.037204873]"
743850,"[2660, 3835, 3532, 290, 1395, 4315, 3017, 1975, 940, 413]","[0.054595858, 0.049244687, 0.046163555, 0.04440973, 0.043150254, 0.041901115, 0.041825347, 0.040915526, 0.040538818, 0.04034138]"
2344516,"[4043, 1833, 1754, 398, 2112, 3128, 2395, 2499, 290, 457]","[0.06574682, 0.058960736, 0.047924064, 0.04787534, 0.047244128, 0.04617148, 0.046041667, 0.045687, 0.045395304, 0.04332682]"
1818727,"[1255, 4492, 1408, 1216, 2727, 1860, 1395, 273, 2104, 1890]","[0.06511396, 0.055259023, 0.053607598, 0.052701548, 0.04702364, 0.04484498, 0.042712376, 0.041706197, 0.040321708, 0.038961206]"
2489828,"[2186, 4267, 2112, 2452, 1289, 4330, 3510, 3478, 2095, 1659]","[0.06329593, 0.053895697, 0.052746326, 0.04760236, 0.046652287, 0.04650558, 0.045416392, 0.04436798, 0.04433605, 0.044102944]"
2494519,"[1803, 1590, 4214, 1298, 1770, 3371, 580, 3638, 840, 1428]","[0.044705946, 0.042513307, 0.041779317, 0.041267354, 0.040574078, 0.040020328, 0.03977609, 0.03977275, 0.039525934, 0.03933514]"
2237653,"[2851, 4454, 3612, 3444, 1395, 2603, 3532, 2045, 2519, 1693]","[0.053289637, 0.052279867, 0.04400557, 0.042001355, 0.040251542, 0.03974649, 0.03824866, 0.037857536, 0.037397217, 0.03716814]"
703016,"[2989, 3368, 2680, 1075, 108, 3758, 2161, 2699, 175, 2595]","[0.039584942, 0.035556257, 0.035110824, 0.034842864, 0.034308244, 0.034020428, 0.03359324, 0.03334602, 0.03328744, 0.033209898]"
645683,"[1145, 571, 3282, 758, 2122, 1650, 3333, 3579, 3254, 2862]","[0.06233534, 0.057093903, 0.054861724, 0.053497516, 0.0528444, 0.051601507, 0.04671846, 0.046277154, 0.04552965, 0.04540341]"
1577987,"[1810, 661, 2660, 185, 550, 2866, 1798, 3408, 4225, 723]","[0.05260905, 0.050643332, 0.046899702, 0.04625324, 0.04442033, 0.044348527, 0.044310957, 0.044055652, 0.04350743, 0.04260429]"
1333786,"[4227, 4115, 4315, 751, 3106, 4393, 4341, 4474, 4331, 681]","[0.046609603, 0.046203088, 0.044558838, 0.04318875, 0.042323127, 0.042024273, 0.041146647, 0.040899888, 0.039810557, 0.039486878]"
1803602,"[3962, 3071, 341, 426, 4306, 3870, 1001, 2400, 2913, 299]","[0.05648018, 0.055334438, 0.049536288, 0.04556805, 0.042292148, 0.040302824, 0.03990562, 0.039867442, 0.039411422, 0.03905185]"
1472807,"[3151, 1432, 166, 3355, 189, 2167, 3408, 329, 1307, 4460]","[0.070481606, 0.061172947, 0.05918811, 0.05873503, 0.058226198, 0.05815663, 0.056098342, 0.05603563, 0.05420244, 0.05187935]"
