movieId,title,genres,tag,imdbId,tmdbId,tmdb_title,tmdb_overview,tmdb_release_date,tmdb_vote_average
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,,58700,21159.0,The Last Man on Earth,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",1964-03-08,6.534
7894,"Duck, You Sucker (1971)",Action|Western,,67140,336.0,"Duck, You Sucker","At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",1971-10-20,7.712
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,,71249,11942.0,Bring Me the Head of Alfredo Garcia,An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.,1974-08-01,7.0
7896,Ride the High Country (1962),Adventure|Drama|Western,,56412,36206.0,Ride the High Country,An ex-lawman is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,1962-06-20,7.0
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,,72913,49636.0,Master of the Flying Guillotine,"A one-armed martial arts master is being stalked by an Imperial assassin, the master of two fighters  killed in the previous film. When the One-Armed Boxer is invited to attend a martial arts tournament, his efforts to lay low are unsuccessful, and the assassin soon tracks him down with the help of his three subordinates: a Thai boxer, a yoga master, and a kobojutsu user.",1976-04-24,6.53
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,,65738,3075.0,Frankenstein Must Be Destroyed,"Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wreaks his revenge on the perpetrator of his misery: Baron Frankenstein.",1969-05-22,6.617
7916,Gidget (1959),Comedy,,52847,43096.0,Gidget,"Due to an accident while swimming in the sea, Francis meets the surfer Moondoggie. She's fascinated with his sport and starts to hang out with his clique. Although they make fun of her at first, they teach her to surf and soon she's accepted and given the nickname ""Gidget"". But it's hard work to become more than a friend to Moondoggie.",1959-04-09,6.125
7920,Desperate Living (1977),Comedy|Crime,,75936,14262.0,Desperate Living,"A rich housewife enlists her maid's help to murder her husband; they go on the lam and end up in Mortville, a homeless community built into a garbage dump.",1977-05-27,6.5
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,In Netflix queue,41699,30368.0,Stray Dog,"A bad day gets worse for young detective Murakami when a pickpocket steals his gun on a hot, crowded bus. Desperate to right the wrong, he goes undercover, scavenging Tokyo’s sweltering streets for the stray dog whose desperation has led him to a life of crime. With each step, cop and criminal’s lives become more intertwined and the investigation becomes an examination of Murakami’s own dark side.",1949-10-17,7.5
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,,51808,1059.0,The Hidden Fortress,"Japanese peasants Matashichi and Tahei try and fail to make a profit from a tribal war. They find a man and woman whom they believe are simple tribe members hiding in a fortress. Although the peasants don't know that Rokurota is a general and Yuki is a princess, the peasants agree to accompany the pair to safety in return for gold. Along the way, the general must prove his expertise in battle while also hiding his identity.",1958-12-28,7.96
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,In Netflix queue,57565,12493.0,High and Low,A shoe company executive who has mortgaged everything he has becomes a victim of extortion when his chauffeur's son is kidnapped and is conflicted over whether he should pay the ransom.,1963-03-01,8.33
7930,"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,,105121,13122.0,The People Under the Stairs,"Poindexter ""Fool"" Williams, his brother Leroy, and their family face eviction from their rented home in South Central Los Angeles. Their landlords are a greedy, uncaring couple who live in a mansion that's as huge as it is eerie. Leroy has a plan to burglarize the mansion, but what the boys find inside is not what they expected.",1991-11-01,6.568
7932,Dark Days (2000),Documentary,Amtrak|Homeless|independent|New York|Sundance award winner|Train,235327,14273.0,Dark Days,A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,2000-08-30,7.432
7934,Zelig (1983),Comedy,psychology,86637,11030.0,Zelig,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",1983-07-15,7.46
7936,Shame (Skammen) (1968),Drama|War,austere,63611,26372.0,Shame,"In the midst of a civil war, former violinists Jan and Eva Rosenberg, who have a tempestuous marriage, run a farm on a rural island. In spite of their best efforts to escape their homeland, the war impinges on every aspect of their lives.",1968-09-29,7.61
7937,"Silence, The (Tystnaden) (1963)",Drama,,57611,11506.0,The Silence,"Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester, her sister Anna and Anna's young son, Johan, check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation.",1963-09-23,7.497
7938,Winter Light (Nattvardsgästerna) (1963),Drama,,57358,29455.0,Winter Light,"A Swedish pastor fails a loving woman, a suicidal fisherman and God.",1963-02-11,7.857
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,,55499,11602.0,Through a Glass Darkly,"Karin hopes to recover from her recent stay at a mental hospital by spending the summer at her family's cottage on a tiny island. Her husband, Martin, cares for her but is frustrated by her physical withdrawal. Her younger brother, Minus, is confused by Karin's vulnerability and his own budding sexuality. Their father, David, cannot overcome his haughty remoteness. Beset by visions, Karin descends further into madness.",1961-06-06,7.802
7940,The Magician (1958),Drama,,51365,29453.0,The Magician,"When 'Vogler's Magnetic Health Theater' comes to town, there's bound to be a spectacle. Reading reports of a variety of supernatural disturbances at Vogler's prior performances abroad, the leading townspeople (including the police chief and medical examiner) request that their troupe provide them a sample of their act, before allowing them public audiences. The scientific-minded disbelievers try to expose them as charlatans, but Vogler and his crew prove too clever for them.",1958-12-26,7.354
7943,"Killers, The (1946)",Crime|Film-Noir,,38669,14638.0,The Killers,"Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man.",1946-08-28,7.38
7944,"Night of the Iguana, The (1964)",Drama|Thriller,,58404,14703.0,The Night of the Iguana,A defrocked Episcopal clergyman leads a bus-load of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,1964-08-06,7.135
7951,Nightbreed (1990),Fantasy|Horror,,100260,20481.0,Nightbreed,A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.,1990-02-16,6.345
7976,Ken Park (2002),Drama,,209077,7090.0,Ken Park,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",2002-08-31,5.809
7979,Monterey Pop (1968),Documentary|Musical,,64689,42632.0,Monterey Pop,"Featuring performances by popular artists of the 1960s, this concert film highlights the music of the 1967 California festival. Although not all musicians who performed at the Monterey Pop Festival are on film, some of the notable acts include the Mamas and the Papas, Simon & Garfunkel, Jefferson Airplane, the Who, Otis Redding, and the Jimi Hendrix Experience. Hendrix's post-performance antics -- lighting a guitar on fire, breaking it and tossing a part into the audience -- are captured.",1968-12-26,7.431
7980,"Bridge Too Far, A (1977)",Action|Drama|War,,75784,5902.0,A Bridge Too Far,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,1977-06-15,7.2
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,police,338564,10775.0,Infernal Affairs,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",2002-12-12,7.818
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,,365376,4552.0,A Tale of Two Sisters,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",2003-06-13,7.105
7983,Broadway Danny Rose (1984),Comedy,show business,87003,12762.0,Broadway Danny Rose,"A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova (Nick Apollo Forte), whose career is on the rebound.",1984-01-27,7.192
7984,From Beyond (1986),Horror|Sci-Fi,,91083,14510.0,From Beyond,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",1986-10-24,6.512
7986,Robot Jox (1990),Sci-Fi,,102800,15618.0,Robot Jox,"50 years after a nuclear war, the two superpowers handle territorial disputes in a different way. Each fields a giant robot to fight one-on-one battles in official matches, each piloted by a man inside, known as robot jockeys or jox. The contest for possession of Alaska will be fought by two of the best. The conscientious Achilles fights for the Americans. Opposing him is a Russian, Alexander.",1989-10-01,5.476
7987,Dolls (1987),Horror,,92906,24341.0,Dolls,"A precocious girl, her nasty parents, two punk-rock losers and a weak-kneed salesman inadvertently become the guests of two ghoulish senior citizens in their dark, haunted mansion. The old couple makes and collects dolls that, when not sitting still like good little mannequins, creep around in the night, offing the guests one by one.",1987-03-12,6.4
7988,Space Truckers (1996),Comedy|Sci-Fi,,120199,10690.0,Space Truckers,John Canyon is one of the last independent space transport entrepreneurs. Rough times force him to carry suspicious cargo to Earth without questions being asked. During the flight the cargo turns out to be multitude of unstoppable and deadly killer robots.,1996-03-01,5.419
7991,Death Race 2000 (1975),Action|Sci-Fi,,72856,13282.0,Death Race 2000,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",1975-04-30,6.081
7993,"Bucket Of Blood, A (1959)",Comedy|Horror,,52655,22642.0,A Bucket of Blood,"Nerdy Walter Paisley, a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla, by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process.",1959-10-21,6.5
8008,Brigadoon (1954),Fantasy|Musical|Romance,,46807,18283.0,Brigadoon,"Americans Jeff and Tommy, hunting in Scotland, stumble upon a village - Brigadoon. They soon learn that the town appears once every 100 years in order to preserve its peace and special beauty. The citizens go to bed at night and when they wake up, it's 100 years later. Tommy falls in love with a beautiful young woman, Fiona, and is torn between staying or going back to his hectic life in New York.",1954-09-08,6.45
8010,"Power of One, The (1992)",Drama,,105159,13823.0,The Power of One,"PK, an English orphan terrorized for his family's political beliefs in Africa, turns to his only friend, a kindly world-wise prisoner, Geel Piet. Geel teaches him how to box with the motto “fight with your fists and lead with your heart”. As he grows to manhood, PK uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference.",1992-03-27,7.4
8011,"Weather Underground, The (2002)",Documentary,politics,343168,14108.0,The Weather Underground,"The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.",2002-11-17,6.813
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,,199683,4291.0,Kikujiro,"Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.",1999-06-05,7.591
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,In Netflix queue,374546,113.0,"Spring, Summer, Fall, Winter... and Spring","An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",2003-09-19,7.849
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,,64806,28476.0,The Phantom Tollbooth,"The Phantom Tollbooth, based upon the children's adventure novel by Norton Juster, tells the story of a bored young boy named Milo. Unexpectedly receiving a magic tollbooth and, having nothing better to do, Milo drives through it and enters a kingdom in turmoil following the loss of its princesses, Rhyme and Reason.",1970-11-07,6.757
8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller,,68638,5916.0,The Getaway,A recently released ex-convict and his loyal wife go on the run after a heist goes wrong.,1972-09-20,7.079
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,remade,308379,12205.0,Dark Water,A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,2002-01-19,6.753
8024,"Thing Called Love, The (1993)",Comedy|Drama|Romance,,108327,27804.0,The Thing Called Love,"Miranda Presley moves from New York to Nashville to become a songwriter. At an unsuccessful audition she meets James Wright, a promising newcomer. After only a few days they marry but start to quickly regret it.",1993-08-27,6.298
8025,The Thief (1997),Drama,,124207,46187.0,The Thief,"Katya and her 6-year-old son Sanya, who, in 1952, meet a veteran Soviet officer named Tolyan. Katya falls in love with Tolyan, who turns out to be a small time criminal, but who also becomes a father figure to Sanya ...",1997-08-31,7.25
8033,How to Steal a Million (1966),Comedy|Crime|Romance,In Netflix queue,60522,3001.0,How to Steal a Million,A woman must steal a statue from a Paris museum to help conceal her father's art forgeries.,1966-07-13,7.489
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller,,117658,39434.0,The Stendhal Syndrome,A young policewoman slowly goes insane while tracking down an elusive serial rapist/killer through Italy when she herself becomes a victim of the brutal man's obsession.,1996-01-26,5.587
8042,Mean Streets (1973),Crime|Drama,,70379,203.0,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",1973-10-14,7.092
8043,Jack the Bear (1993),Comedy|Drama,,107247,38749.0,Jack the Bear,"Story of the relationships between two sons and their father, who moves the family to California and becomes a tv horror show host after the death of his wife.",1993-04-02,6.39
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,,23042,29740.0,I Am a Fugitive from a Chain Gang,A World War I veteran’s dreams of becoming a master architect evaporate in the cold light of economic realities. Things get even worse when he’s falsely convicted of a crime and sent to work on a chain gang.,1932-11-09,7.8
8045,Hamburger Hill (1987),Action|Drama|War,,93137,10652.0,Hamburger Hill,"The men of Bravo Company are facing a battle that's all uphill… up Hamburger Hill. Fourteen war-weary soldiers are battling for a mud-covered mound of earth so named because it chews up soldiers like chopped meat. They are fighting for their country, their fellow soldiers and their lives. War is hell, but this is worse. Hamburger Hill tells it the way it was, the way it really was. It's a raw, gritty and totally unrelenting dramatic depiction of one of the fiercest battles of America's bloodiest war. This happened. Hamburger Hill - war at its worst, men at their best.",1987-08-07,6.536
8057,Sweet Bird of Youth (1962),Drama,,56541,33632.0,Sweet Bird of Youth,"Gigolo and drifter Chance Wayne returns to his home town as the companion of a faded movie star, Alexandra Del Lago, whom he hopes to use to help him break into the movies. Chance runs into trouble when he finds his ex-girlfriend, the daughter of the local politician Tom ""Boss"" Finley, who more or less forced him to leave his daughter and the town many years ago.",1962-03-21,6.88
8092,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,,99612,3072.0,Frankenstein Unbound,"The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others.",1990-11-02,5.667
8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,,192657,10355.0,Shiri,"North Korea's 8th Special Forces hijack a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries. Ryu and Lee, special agents of O.P.,  South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu.",1999-02-13,6.42
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western,In Netflix queue,47849,14554.0,Bad Day at Black Rock,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1955-01-13,7.288
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,,180748,250.0,In China They Eat Dogs,An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help.,1999-09-10,7.3
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,,99399,19086.0,Delta Force 2: The Colombian Connection,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",1990-08-24,5.308
8119,Crossroads (1986),Drama,,90888,15392.0,Crossroads,"A wanna-be blues guitar virtuoso seeks a long-lost song by legendary musician, Robert Johnson.",1986-03-14,7.295
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,,366532,41277.0,Seducing Doctor Lewis,"A much-needed boost, in the form of a new factory, is promised to the residents of the tiny fishing village St. Marie-La-Mauderne, provided they can lure a doctor to take up full-time residency on the island. Inspired, the villagers devise a scheme to make Dr. Christopher Lewis a local.",2003-05-20,6.871
8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,,18455,631.0,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",1927-11-04,7.858
8126,Shock Corridor (1963),Drama,,57495,25504.0,Shock Corridor,"With the help of his girlfriend Cathy and Dr. Fong, a psychiatrist, ambitious journalist Johnny Barrett poses as a madman in order to be admitted to a mental institution where a bloody murder has been committed.",1963-09-25,7.0
8128,Au revoir les enfants (1987),Drama,,92593,1786.0,Au Revoir les Enfants,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",1987-10-07,7.51
8131,Pursuit of Happiness (2001),Comedy|Romance,,243508,210937.0,Pursuit of Happiness,"An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",2001-01-17,4.5
8132,Gladiator (1992),Action|Drama,,104346,16219.0,Gladiator,"Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",1992-03-06,7.561
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi,,49363,48385.0,Indestructible Man,"A scientific experiment involving subjecting a corpse to an extreme charge of electricity accidentally revives an executed criminal and makes him impervious to harm, allowing him to seek revenge on his former partners, and deal similarly with anyone else who gets in his way.",1956-03-24,4.321
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi,,54462,27545.0,The Wasp Woman,"The head of a major cosmetics company experiments on herself with a youth formula made from royal jelly extracted from wasps, but the formula's side effects have deadly consequences.",1959-10-30,4.3
8138,Attack of the Giant Leeches (1959),Horror|Sci-Fi,,53611,22718.0,Attack of the Giant Leeches,"A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.",1959-10-01,4.048
8142,Dead or Alive: Hanzaisha (1999),Action|Crime,,221111,11315.0,Dead or Alive,Ryūichi and his small gang of Triad vie for control of the Japanese underworld in a crime-ridden Shinjuku quarter while Detective Jojima tries to bring it down.,1999-11-27,6.328
8143,Lola Montès (1955),Drama,,48308,35987.0,Lola Montès,"Lola Montes, previously a great adventuress, is reduced to being the attraction of a circus after having been the lover of various important men.",1955-12-23,6.8
8147,Charly (1968),Drama|Sci-Fi,,62794,29146.0,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to him was right.,1968-09-23,6.5
8153,Lust for Life (1956),Drama,Van Gogh,49456,29592.0,Lust for Life,"An intense and imaginative artist, revered Dutch painter Vincent van Gogh possesses undeniable talent, but he is plagued by mental problems and frustrations with failure. Supported by his brother, Theo, the tormented Van Gogh eventually leaves Holland for France, where he meets volatile fellow painter Paul Gauguin and struggles to find greater inspiration.",1956-09-15,7.133
8154,"Dolce Vita, La (1960)",Drama,,53779,439.0,La Dolce Vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",1960-02-05,8.136
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,,193253,823.0,Jin-Roh: The Wolf Brigade,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",1999-11-17,7.403
8158,Rush (1991),Crime|Drama,,102820,20289.0,Rush,"Undercover cop Jim Raynor (Jason Patric) is a seasoned veteran. His partner, Kristen Cates (Jennifer Jason Leigh), is lacking in experience, but he thinks she's tough enough to work his next case with him: a deep cover assignment to bring down the notoriously hard-to-capture drug lord Gaines (Gregg Allman). While their relationship turns romantic during the assignment, they also turn into junkies, and will have to battle their own addictions if they want to bring down Gaines once and for all.",1991-12-22,6.732
8167,Captain Blood (1935),Action|Adventure|Romance,swashbuckler,26174,16905.0,Captain Blood,"Dr. Peter Blood, unjustly convicted of treason and exiled from England, becomes a notorious pirate.",1935-12-26,7.248
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,,92494,11548.0,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",1987-12-18,6.6
8183,Educating Rita (1983),Comedy|Drama,In Netflix queue,85478,38291.0,Educating Rita,"Rita, a witty 26-year-old hairdresser, wants to 'discover' herself, so she joins the Open University where she meets the disillusioned professor of literature, Dr. Frank Bryant. His marriage has failed, his new girlfriend is having an affair with his best friend and he can't get through the day without downing a bottle or two of whisky. What Frank needs is a challenge... and along comes Rita.",1983-06-16,6.798
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama,Not available from Netflix,47445,20532.0,Sansho the Bailiff,"In medieval Japan, a woman and his children journey to find the family's patriarch, who was exiled years before.",1954-03-31,8.2
8189,Zazie dans le métro (1960),Comedy,,54494,2546.0,Zazie dans le Métro,"A brash and precocious ten-year-old comes to Paris for a whirlwind weekend with her rakish uncle. He and the viewer get more than they bargained for, however, in this anarchic comedy that rides roughshod over the City of Light. Based on a popular novel by Raymond Queneau that had been considered unadaptable, the audacious Zazie dans le Métro, made with flair on the cusp of the French New Wave, is a bit of stream-of-consciousness slapstick, wall-to-wall with visual gags, editing tricks, and effects.",1960-10-28,6.6
8190,"Americanization of Emily, The (1964)",Comedy|Drama|War,In Netflix queue,57840,42791.0,The Americanization of Emily,American sailor Charlie Madison falls for a pretty Englishwoman while trying to avoid a senseless and dangerous D-Day mission concocted by a deranged admiral.,1964-10-27,6.645
8191,Anne of the Thousand Days (1969),Drama,Anne Boleyn,64030,22522.0,Anne of the Thousand Days,"Henry VIII of England discards his wife, Katharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",1969-12-18,7.005
8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,,53619,5165.0,L'Avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",1960-09-14,7.6
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,,65466,5722.0,Beyond the Valley of the Dolls,"An all-female rock group finds fame, love, and drama when they move to LA in order to claim the lead singer’s inheritance.",1970-07-17,6.287
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,In Netflix queue,52893,5544.0,Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",1959-06-10,7.777
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,,46478,14696.0,Ugetsu,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",1953-03-26,8.0
8207,"Day of the Jackal, The (1973)",Crime|Thriller,assassination,69947,4909.0,The Day of the Jackal,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",1973-05-15,7.497
8225,Night of the Living Dead (1990),Horror,,100258,19185.0,Night of the Living Dead,"In this remake of the classic 1968 film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",1990-10-19,6.832
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,heist,22111,28257.0,The Maltese Falcon,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",1931-05-23,6.524
8232,I Love You Again (1940),Comedy|Drama,,32617,20643.0,I Love You Again,Boring businessman Larry Wilson recovers from amnesia and discovers he's really a con man...and loves his soon-to-be-ex wife.,1940-08-09,7.289
8235,Safety Last! (1923),Action|Comedy|Romance,Clock,14429,22596.0,Safety Last!,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",1923-04-01,7.849
8236,While the City Sleeps (1956),Drama|Film-Noir,,49949,36786.0,While the City Sleeps,"Newspaper men compete against each other to find a serial killer dubbed ""The Lipstick Killer"".",1956-04-19,6.996
8238,Little Murders (1971),Comedy|Crime,,67350,27459.0,Little Murders,"Alfred Chamberlain, who suffers from an inability to feel or to be passionate about anything, meets Patsy Newquist, who takes it upon herself to mold him into ""a strong, vital, self-assured man that I can protect and take care of.""",1971-02-09,6.688
8239,Viridiana (1961),Comedy|Drama,,55601,4497.0,Viridiana,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",1961-05-17,7.667
8241,Masterminds (1997),Action|Comedy|Thriller,,119630,25224.0,Masterminds,A rebellious teen uses his talent for pranks to outwit the security consultant who has taken the students at his prestigious private school hostage.,1997-08-22,5.128
